country,indicator,Weeks,value,CWRT,source,month,year
Austria,Sum week hospital occupancy,07,7336.0,-0.011518862536082142,Country_Website,February,2021
Austria,Sum week hospital occupancy,08,7295.0,-0.008509090321391244,Country_Website,February,2021
Austria,Sum week hospital occupancy,09,7843.0,0.010575801212205693,Country_Website,March,2021
Austria,Sum week hospital occupancy,10,8904.0,0.010828046940053682,Country_Website,March,2021
Austria,Sum week hospital occupancy,11,10139.0,0.008806755203100147,Country_Website,March,2021
Austria,Sum week hospital occupancy,12,11443.0,0.005625710079654178,Country_Website,March,2021
Austria,Sum week hospital occupancy,13,12111.0,-0.003290448982545935,Country_Website,March,2021
Austria,Sum week hospital occupancy,14,12550.0,-0.005410914844579007,Country_Website,April,2021
Austria,Sum week hospital occupancy,15,11356.0,-0.027968984863190993,Country_Website,April,2021
Austria,Sum week hospital occupancy,16,9849.0,-0.02743849506040308,Country_Website,April,2021
Austria,Sum week hospital occupancy,17,8550.0,-0.02872374702902758,Country_Website,April,2021
Austria,Sum week hospital occupancy,18,7128.0,-0.03854827417049966,Country_Website,May,2021
Austria,Sum week hospital occupancy,19,5138.0,-0.04791169100046844,Country_Website,May,2021
Austria,Sum week hospital occupancy,20,3560.0,-0.06631498689300375,Country_Website,May,2021
Austria,Sum week hospital occupancy,21,2240.0,-0.04633964288306891,Country_Website,May,2021
Austria,Sum week hospital occupancy,22,1856.0,0.013810880137795634,Country_Website,May,2021
Austria,Sum week hospital occupancy,23,1712.0,-0.03449360472168106,Country_Website,June,2021
Austria,Sum week hospital occupancy,24,1289.0,-0.03338315545067094,Country_Website,June,2021
Austria,Sum week hospital occupancy,25,1013.0,-0.04138296926452956,Country_Website,June,2021
Austria,Sum week hospital occupancy,26,758.0,-0.039491654222992056,Country_Website,June,2021
Austria,Sum week hospital occupancy,27,492.0,-0.04081596312976765,Country_Website,July,2021
Austria,Sum week hospital occupancy,28,525.0,0.02007204534672269,Country_Website,July,2021
Austria,Sum week hospital occupancy,29,553.0,-0.0036102968619006193,Country_Website,July,2021
Austria,Sum week hospital occupancy,30,590.0,0.017537279940263772,Country_Website,July,2021
Austria,Sum week hospital occupancy,31,733.0,0.026634764926434684,Country_Website,August,2021
Austria,Sum week hospital occupancy,32,1083.0,0.04470873777251594,Country_Website,August,2021
Austria,Sum week hospital occupancy,33,1636.0,0.053515839484199246,Country_Website,August,2021
Austria,Sum week hospital occupancy,34,2244.0,0.016440154105876514,Country_Website,August,2021
Austria,Sum week hospital occupancy,35,2731.0,0.015369481988978917,Country_Website,August,2021
Austria,Sum week hospital occupancy,36,3345.0,0.03571568423524929,Country_Website,September,2021
Austria,Sum week hospital occupancy,37,4353.0,0.017590401177070447,Country_Website,September,2021
Austria,Sum week hospital occupancy,38,4508.0,-0.006135896049294098,Country_Website,September,2021
Austria,Sum week hospital occupancy,39,4412.0,-0.011169876778344467,Country_Website,September,2021
Austria,Sum week ICU occupancy,14,1168.0,0.025628955403145692,Country_Website,April,2020
Austria,Sum week ICU occupancy,15,1775.0,-0.004048849007766475,Country_Website,April,2020
Austria,Sum week ICU occupancy,16,1591.0,-0.022366582845017247,Country_Website,April,2020
Austria,Sum week ICU occupancy,17,1184.0,-0.04073623708343932,Country_Website,April,2020
Austria,Sum week ICU occupancy,18,887.0,-0.02892263587491506,Country_Website,April,2020
Austria,Sum week ICU occupancy,19,636.0,-0.05996458231755997,Country_Website,May,2020
Austria,Sum week ICU occupancy,20,381.0,-0.04854044448928985,Country_Website,May,2020
Austria,Sum week ICU occupancy,21,241.0,-0.06083741301478218,Country_Website,May,2020
Austria,Sum week ICU occupancy,22,200.0,-0.019542287361221655,Country_Website,May,2020
Austria,Sum week ICU occupancy,23,152.0,-0.07345947838931044,Country_Website,June,2020
Austria,Sum week ICU occupancy,24,98.0,-0.04854044448928985,Country_Website,June,2020
Austria,Sum week ICU occupancy,25,69.0,-0.08588714102533801,Country_Website,June,2020
Austria,Sum week ICU occupancy,26,72.0,-0.014938794558884472,Country_Website,June,2020
Austria,Sum week ICU occupancy,27,55.0,0.0323911847100018,Country_Website,June,2020
Austria,Sum week ICU occupancy,28,72.0,-0.013523465056393236,Country_Website,July,2020
Austria,Sum week ICU occupancy,29,74.0,0.0832276104551577,Country_Website,July,2020
Austria,Sum week ICU occupancy,30,115.0,-0.009177416801865457,Country_Website,July,2020
Austria,Sum week ICU occupancy,31,124.0,0.0323911847100018,Country_Website,July,2020
Austria,Sum week ICU occupancy,32,165.0,0.006667848293299361,Country_Website,August,2020
Austria,Sum week ICU occupancy,33,155.0,-0.03282279710658054,Country_Website,August,2020
Austria,Sum week ICU occupancy,34,150.0,0.0,Country_Website,August,2020
Austria,Sum week ICU occupancy,35,180.0,0.03868718652323544,Country_Website,August,2020
Austria,Sum week ICU occupancy,36,204.0,-0.014435184009264246,Country_Website,August,2020
Austria,Sum week ICU occupancy,37,259.0,0.06136546928497566,Country_Website,September,2020
Austria,Sum week ICU occupancy,38,419.0,0.05418265183496951,Country_Website,September,2020
Austria,Sum week ICU occupancy,39,539.0,0.03283087463061363,Country_Website,September,2020
Austria,Sum week ICU occupancy,40,666.0,0.02273928002313408,Country_Website,September,2020
Austria,Sum week ICU occupancy,41,707.0,-0.007226948442990877,Country_Website,October,2020
Austria,Sum week ICU occupancy,42,822.0,0.04835618568331013,Country_Website,October,2020
Austria,Sum week ICU occupancy,43,1105.0,0.02638809625703953,Country_Website,October,2020
Austria,Sum week ICU occupancy,44,1682.0,0.06440037763272888,Country_Website,October,2020
Austria,Sum week ICU occupancy,45,2814.0,0.045570554347252434,Country_Website,November,2020
Austria,Sum week ICU occupancy,46,3797.0,0.03431361204084604,Country_Website,November,2020
Austria,Sum week ICU occupancy,47,4702.0,0.01580395021638825,Country_Website,November,2020
Austria,Sum week ICU occupancy,48,4885.0,0.0012466314720305238,Country_Website,November,2020
Austria,Sum week ICU occupancy,49,4654.0,-0.014693621331794637,Country_Website,November,2020
Austria,Sum week ICU occupancy,50,4160.0,-0.009300013021102949,Country_Website,December,2020
Austria,Sum week ICU occupancy,51,3704.0,-0.0314331632220759,Country_Website,December,2020
Austria,Sum week ICU occupancy,52,3136.0,-0.020325558954278677,Country_Website,December,2020
Austria,Sum week ICU occupancy,53,2756.0,-0.020953082993934058,Country_Website,December,2020
Austria,Sum week ICU occupancy,01,2585.0,0.0015456098118125094,Country_Website,January,2021
Austria,Sum week ICU occupancy,02,2479.0,-0.020434414054672834,Country_Website,January,2021
Austria,Sum week ICU occupancy,03,2306.0,-0.004772670120998246,Country_Website,January,2021
Austria,Sum week ICU occupancy,04,2131.0,-0.011039891614089248,Country_Website,January,2021
Austria,Sum week ICU occupancy,05,2080.0,-0.004431663508981276,Country_Website,February,2021
Austria,Sum week ICU occupancy,06,1875.0,-0.013774413107863315,Country_Website,February,2021
Austria,Sum week ICU occupancy,07,1824.0,-0.0022296987923017264,Country_Website,February,2021
Austria,Sum week ICU occupancy,08,1831.0,0.01671208312123218,Country_Website,February,2021
Austria,Sum week ICU occupancy,09,2170.0,0.009839856071256703,Country_Website,March,2021
Austria,Sum week ICU occupancy,10,2382.0,0.007958456578674555,Country_Website,March,2021
Austria,Sum week ICU occupancy,11,2761.0,0.015708797577949518,Country_Website,March,2021
Austria,Sum week ICU occupancy,12,3276.0,0.024924549712413313,Country_Website,March,2021
Austria,Sum week ICU occupancy,13,3772.0,0.006521710827499971,Country_Website,March,2021
Austria,Sum week ICU occupancy,14,4080.0,0.00711450832712579,Country_Website,April,2021
Austria,Sum week ICU occupancy,15,4026.0,-0.016856777732065065,Country_Website,April,2021
Austria,Sum week ICU occupancy,16,3748.0,-0.012262957661642315,Country_Website,April,2021
Austria,Sum week ICU occupancy,17,3513.0,-0.01255071132247898,Country_Website,April,2021
Austria,Sum week ICU occupancy,18,3056.0,-0.0240536627569079,Country_Website,May,2021
Austria,Sum week ICU occupancy,19,2318.0,-0.042054966675715066,Country_Website,May,2021
Austria,Sum week ICU occupancy,20,1791.0,-0.02841987718734884,Country_Website,May,2021
Austria,Sum week ICU occupancy,21,1317.0,-0.056579162622616974,Country_Website,May,2021
Austria,Sum week ICU occupancy,22,972.0,-0.007694136175309452,Country_Website,May,2021
Austria,Sum week ICU occupancy,23,803.0,-0.05398618857783466,Country_Website,June,2021
Austria,Sum week ICU occupancy,24,621.0,-0.02178082201781728,Country_Website,June,2021
Austria,Sum week ICU occupancy,25,498.0,-0.033551643678322085,Country_Website,June,2021
Austria,Sum week ICU occupancy,26,371.0,-0.03951693075847729,Country_Website,June,2021
Austria,Sum week ICU occupancy,27,300.0,-0.027576151089804046,Country_Website,July,2021
Austria,Sum week ICU occupancy,28,242.0,-0.017187839692420215,Country_Website,July,2021
Austria,Sum week ICU occupancy,29,208.0,-0.03348524848908285,Country_Website,July,2021
Austria,Sum week ICU occupancy,30,251.0,-0.009177416801865457,Country_Website,July,2021
Austria,Sum week ICU occupancy,31,254.0,0.051301497988762046,Country_Website,August,2021
Austria,Sum week ICU occupancy,32,343.0,0.054514538623631204,Country_Website,August,2021
Austria,Sum week ICU occupancy,33,467.0,0.018974391120168965,Country_Website,August,2021
Austria,Sum week ICU occupancy,34,670.0,0.06234069352871274,Country_Website,August,2021
Austria,Sum week ICU occupancy,35,1005.0,0.03428376958617374,Country_Website,August,2021
Austria,Sum week ICU occupancy,36,1253.0,0.00894593936866439,Country_Website,September,2021
Austria,Sum week ICU occupancy,37,1425.0,0.019931800330914795,Country_Website,September,2021
Austria,Sum week ICU occupancy,38,1548.0,0.003215566857785568,Country_Website,September,2021
Austria,Sum week ICU occupancy,39,1592.0,-0.013350994051868015,Country_Website,September,2021
Belgium,Sum week hospital occupancy,11,263.0,0.0,Country_Website,March,2020
Belgium,Sum week hospital occupancy,12,6502.0,0.2392725897054775,Country_Website,March,2020
Belgium,Sum week hospital occupancy,13,22192.0,0.13382519597131082,Country_Website,March,2020
Belgium,Sum week hospital occupancy,14,37215.0,0.0198674814826425,Country_Website,March,2020
Belgium,Sum week hospital occupancy,15,39472.0,-0.005471888961565585,Country_Website,April,2020
Belgium,Sum week hospital occupancy,16,36515.0,-0.016596879758824512,Country_Website,April,2020
Belgium,Sum week hospital occupancy,17,30761.0,-0.032375104868411664,Country_Website,April,2020
Belgium,Sum week hospital occupancy,18,23937.0,-0.037438859928064505,Country_Website,April,2020
Belgium,Sum week hospital occupancy,19,18027.0,-0.04557478283442551,Country_Website,May,2020
Belgium,Sum week hospital occupancy,20,13132.0,-0.04513347867670081,Country_Website,May,2020
Belgium,Sum week hospital occupancy,21,9955.0,-0.03116282183046548,Country_Website,May,2020
Belgium,Sum week hospital occupancy,22,6976.0,-0.0644479410514005,Country_Website,May,2020
Belgium,Sum week hospital occupancy,23,4879.0,-0.04937040126934311,Country_Website,June,2020
Belgium,Sum week hospital occupancy,24,3285.0,-0.05052268634689716,Country_Website,June,2020
Belgium,Sum week hospital occupancy,25,2343.0,-0.04014814315871662,Country_Website,June,2020
Belgium,Sum week hospital occupancy,26,1819.0,-0.02984728441162976,Country_Website,June,2020
Belgium,Sum week hospital occupancy,27,1364.0,-0.050314360998443663,Country_Website,June,2020
Belgium,Sum week hospital occupancy,28,1077.0,-0.036786904997066716,Country_Website,July,2020
Belgium,Sum week hospital occupancy,29,1056.0,0.028500041649832886,Country_Website,July,2020
Belgium,Sum week hospital occupancy,30,1386.0,0.022150487400381946,Country_Website,July,2020
Belgium,Sum week hospital occupancy,31,1767.0,0.028901403157456595,Country_Website,July,2020
Belgium,Sum week hospital occupancy,32,1977.0,-0.0024814507714021605,Country_Website,August,2020
Belgium,Sum week hospital occupancy,33,2187.0,0.011072240303611647,Country_Website,August,2020
Belgium,Sum week hospital occupancy,34,2249.0,-0.012616774002308206,Country_Website,August,2020
Belgium,Sum week hospital occupancy,35,1834.0,-0.0443141965802305,Country_Website,August,2020
Belgium,Sum week hospital occupancy,36,1552.0,-0.012194984185976532,Country_Website,August,2020
Belgium,Sum week hospital occupancy,37,1801.0,0.03201421596533338,Country_Website,September,2020
Belgium,Sum week hospital occupancy,38,2602.0,0.04473967927060363,Country_Website,September,2020
Belgium,Sum week hospital occupancy,39,4047.0,0.04210544933957161,Country_Website,September,2020
Belgium,Sum week hospital occupancy,40,5410.0,0.029195325221096136,Country_Website,September,2020
Belgium,Sum week hospital occupancy,41,7834.0,0.051759892479131375,Country_Website,October,2020
Belgium,Sum week hospital occupancy,42,13687.0,0.0783136768551187,Country_Website,October,2020
Belgium,Sum week hospital occupancy,43,25963.0,0.08234052886218768,Country_Website,October,2020
Belgium,Sum week hospital occupancy,44,42692.0,0.03766263560170202,Country_Website,October,2020
Belgium,Sum week hospital occupancy,45,50469.0,-0.005583363689800391,Country_Website,November,2020
Belgium,Sum week hospital occupancy,46,47953.0,-0.01452573533873669,Country_Website,November,2020
Belgium,Sum week hospital occupancy,47,39861.0,-0.03778331852040562,Country_Website,November,2020
Belgium,Sum week hospital occupancy,48,31003.0,-0.03384030196963783,Country_Website,November,2020
Belgium,Sum week hospital occupancy,49,24449.0,-0.03142663200225526,Country_Website,November,2020
Belgium,Sum week hospital occupancy,50,20930.0,-0.018993058525264672,Country_Website,December,2020
Belgium,Sum week hospital occupancy,51,18727.0,-0.018286149202559,Country_Website,December,2020
Belgium,Sum week hospital occupancy,52,17008.0,-0.014340808365087443,Country_Website,December,2020
Belgium,Sum week hospital occupancy,53,15765.0,-0.015645209289817497,Country_Website,December,2020
Belgium,Sum week hospital occupancy,01,14328.0,-0.018374248131943327,Country_Website,January,2021
Belgium,Sum week hospital occupancy,02,13447.0,-0.009308270295305454,Country_Website,January,2021
Belgium,Sum week hospital occupancy,03,13547.0,-0.003732370810406227,Country_Website,January,2021
Belgium,Sum week hospital occupancy,04,12909.0,-0.01260289233970302,Country_Website,January,2021
Belgium,Sum week hospital occupancy,05,12247.0,-0.013995923236878816,Country_Website,February,2021
Belgium,Sum week hospital occupancy,06,11465.0,-0.008633690991687981,Country_Website,February,2021
Belgium,Sum week hospital occupancy,07,11223.0,-0.0011418592743503986,Country_Website,February,2021
Belgium,Sum week hospital occupancy,08,12509.0,0.013930550682184073,Country_Website,February,2021
Belgium,Sum week hospital occupancy,09,13377.0,7.373543885469402e-05,Country_Website,March,2021
Belgium,Sum week hospital occupancy,10,13643.0,0.0013557002916415595,Country_Website,March,2021
Belgium,Sum week hospital occupancy,11,15024.0,0.009019043978381935,Country_Website,March,2021
Belgium,Sum week hospital occupancy,12,17483.0,0.018297140228567432,Country_Website,March,2021
Belgium,Sum week hospital occupancy,13,20445.0,0.005137954418191315,Country_Website,March,2021
Belgium,Sum week hospital occupancy,14,21739.0,0.0013969841221863621,Country_Website,April,2021
Belgium,Sum week hospital occupancy,15,21351.0,-0.00983914277127984,Country_Website,April,2021
Belgium,Sum week hospital occupancy,16,20982.0,-0.012124665401729184,Country_Website,April,2021
Belgium,Sum week hospital occupancy,17,19342.0,-0.015357911146875347,Country_Website,April,2021
Belgium,Sum week hospital occupancy,18,16894.0,-0.0336469541708192,Country_Website,May,2021
Belgium,Sum week hospital occupancy,19,13821.0,-0.03140562605149977,Country_Website,May,2021
Belgium,Sum week hospital occupancy,20,11544.0,-0.029946825543495148,Country_Website,May,2021
Belgium,Sum week hospital occupancy,21,9623.0,-0.03212180530102715,Country_Website,May,2021
Belgium,Sum week hospital occupancy,22,7530.0,-0.03400766383449061,Country_Website,May,2021
Belgium,Sum week hospital occupancy,23,5718.0,-0.04486234916960419,Country_Website,June,2021
Belgium,Sum week hospital occupancy,24,3927.0,-0.06284672570707706,Country_Website,June,2021
Belgium,Sum week hospital occupancy,25,2849.0,-0.04629582302361945,Country_Website,June,2021
Belgium,Sum week hospital occupancy,26,2026.0,-0.038254858338021114,Country_Website,June,2021
Belgium,Sum week hospital occupancy,27,1712.0,-0.015183287348212948,Country_Website,July,2021
Belgium,Sum week hospital occupancy,28,1699.0,0.008335639697440334,Country_Website,July,2021
Belgium,Sum week hospital occupancy,29,1935.0,0.010874678642708302,Country_Website,July,2021
Belgium,Sum week hospital occupancy,30,2228.0,0.01649150236436059,Country_Website,July,2021
Belgium,Sum week hospital occupancy,31,2674.0,0.022322937342617255,Country_Website,August,2021
Belgium,Sum week hospital occupancy,32,3360.0,0.015071149155331698,Country_Website,August,2021
Belgium,Sum week hospital occupancy,33,4117.0,0.017027194216147068,Country_Website,August,2021
Belgium,Sum week hospital occupancy,34,4346.0,-0.00466603712206759,Country_Website,August,2021
Belgium,Sum week hospital occupancy,35,4701.0,0.0020969124967271657,Country_Website,August,2021
Belgium,Sum week hospital occupancy,36,4899.0,-0.008904312368495981,Country_Website,September,2021
Belgium,Sum week hospital occupancy,37,4905.0,0.0014184511238275466,Country_Website,September,2021
Belgium,Sum week hospital occupancy,38,4765.0,-0.012229805073140643,Country_Website,September,2021
Belgium,Sum week hospital occupancy,39,4917.0,0.0008143344067437219,Country_Website,September,2021
Belgium,Sum week ICU occupancy,11,53.0,0.0,Country_Website,March,2020
Belgium,Sum week ICU occupancy,12,1318.0,0.22445125660405862,Country_Website,March,2020
Belgium,Sum week ICU occupancy,13,4800.0,0.1395983409375341,Country_Website,March,2020
Belgium,Sum week ICU occupancy,14,8242.0,0.03131891211998994,Country_Website,March,2020
Belgium,Sum week ICU occupancy,15,8867.0,-0.0007955469630755996,Country_Website,April,2020
Belgium,Sum week ICU occupancy,16,8033.0,-0.019123921920663256,Country_Website,April,2020
Belgium,Sum week ICU occupancy,17,6800.0,-0.02511737679876458,Country_Website,April,2020
Belgium,Sum week ICU occupancy,18,5220.0,-0.040682302833923045,Country_Website,April,2020
Belgium,Sum week ICU occupancy,19,3732.0,-0.04240097671397014,Country_Website,May,2020
Belgium,Sum week ICU occupancy,20,2730.0,-0.04294031631329198,Country_Website,May,2020
Belgium,Sum week ICU occupancy,21,1969.0,-0.04442463139008013,Country_Website,May,2020
Belgium,Sum week ICU occupancy,22,1373.0,-0.05791069925426495,Country_Website,May,2020
Belgium,Sum week ICU occupancy,23,968.0,-0.04991104007941782,Country_Website,June,2020
Belgium,Sum week ICU occupancy,24,660.0,-0.04226387414830857,Country_Website,June,2020
Belgium,Sum week ICU occupancy,25,407.0,-0.056277942564502026,Country_Website,June,2020
Belgium,Sum week ICU occupancy,26,267.0,-0.02178082201781728,Country_Website,June,2020
Belgium,Sum week ICU occupancy,27,240.0,-0.04364390885397251,Country_Website,June,2020
Belgium,Sum week ICU occupancy,28,214.0,0.0,Country_Website,July,2020
Belgium,Sum week ICU occupancy,29,194.0,0.04356408118722932,Country_Website,July,2020
Belgium,Sum week ICU occupancy,30,282.0,0.03882452451862828,Country_Website,July,2020
Belgium,Sum week ICU occupancy,31,352.0,0.01572221247325789,Country_Website,July,2020
Belgium,Sum week ICU occupancy,32,448.0,0.03563782609416055,Country_Website,August,2020
Belgium,Sum week ICU occupancy,33,548.0,0.023688775995367006,Country_Website,August,2020
Belgium,Sum week ICU occupancy,34,601.0,-0.006401052256165607,Country_Website,August,2020
Belgium,Sum week ICU occupancy,35,557.0,-0.03176407667302872,Country_Website,August,2020
Belgium,Sum week ICU occupancy,36,418.0,-0.04656295644501951,Country_Website,August,2020
Belgium,Sum week ICU occupancy,37,442.0,0.045495441518521806,Country_Website,September,2020
Belgium,Sum week ICU occupancy,38,515.0,0.009637473182669831,Country_Website,September,2020
Belgium,Sum week ICU occupancy,39,745.0,0.0647783609120065,Country_Website,September,2020
Belgium,Sum week ICU occupancy,40,1137.0,0.04142120295281271,Country_Website,September,2020
Belgium,Sum week ICU occupancy,41,1485.0,0.033145858241109494,Country_Website,October,2020
Belgium,Sum week ICU occupancy,42,2343.0,0.0633600646446979,Country_Website,October,2020
Belgium,Sum week ICU occupancy,43,4114.0,0.07830344067874795,Country_Website,October,2020
Belgium,Sum week ICU occupancy,44,7264.0,0.060254345506774554,Country_Website,October,2020
Belgium,Sum week ICU occupancy,45,9888.0,0.017488427989170496,Country_Website,November,2020
Belgium,Sum week ICU occupancy,46,10182.0,-0.0034271660798453896,Country_Website,November,2020
Belgium,Sum week ICU occupancy,47,9024.0,-0.023276431535056652,Country_Website,November,2020
Belgium,Sum week ICU occupancy,48,7225.0,-0.03594090669580974,Country_Website,November,2020
Belgium,Sum week ICU occupancy,49,5655.0,-0.02682697839587167,Country_Website,November,2020
Belgium,Sum week ICU occupancy,50,4611.0,-0.02258705766631297,Country_Website,December,2020
Belgium,Sum week ICU occupancy,51,3973.0,-0.017630299099179014,Country_Website,December,2020
Belgium,Sum week ICU occupancy,52,3603.0,-0.015053383200629766,Country_Website,December,2020
Belgium,Sum week ICU occupancy,53,3436.0,-0.012202429091962563,Country_Website,December,2020
Belgium,Sum week ICU occupancy,01,2806.0,-0.03144948679676063,Country_Website,January,2021
Belgium,Sum week ICU occupancy,02,2504.0,-0.004210019710050417,Country_Website,January,2021
Belgium,Sum week ICU occupancy,03,2392.0,-0.019275392864803842,Country_Website,January,2021
Belgium,Sum week ICU occupancy,04,2228.0,-0.004454697342182512,Country_Website,January,2021
Belgium,Sum week ICU occupancy,05,2148.0,-0.011369545130088254,Country_Website,February,2021
Belgium,Sum week ICU occupancy,06,2107.0,0.0023485721869334064,Country_Website,February,2021
Belgium,Sum week ICU occupancy,07,2218.0,0.004419257383881936,Country_Website,February,2021
Belgium,Sum week ICU occupancy,08,2629.0,0.02262510952402641,Country_Website,February,2021
Belgium,Sum week ICU occupancy,09,2973.0,0.004100035952605774,Country_Website,March,2021
Belgium,Sum week ICU occupancy,10,3204.0,0.015331576366433675,Country_Website,March,2021
Belgium,Sum week ICU occupancy,11,3778.0,0.017768916545450653,Country_Website,March,2021
Belgium,Sum week ICU occupancy,12,4558.0,0.02746345923316018,Country_Website,March,2021
Belgium,Sum week ICU occupancy,13,5476.0,0.016706534579115306,Country_Website,March,2021
Belgium,Sum week ICU occupancy,14,6307.0,0.0053568864962338925,Country_Website,April,2021
Belgium,Sum week ICU occupancy,15,6514.0,0.0018550262823304742,Country_Website,April,2021
Belgium,Sum week ICU occupancy,16,6390.0,-0.009317126709085133,Country_Website,April,2021
Belgium,Sum week ICU occupancy,17,6040.0,-0.01109269529392598,Country_Website,April,2021
Belgium,Sum week ICU occupancy,18,5263.0,-0.02381141061322678,Country_Website,May,2021
Belgium,Sum week ICU occupancy,19,4583.0,-0.019403523008702628,Country_Website,May,2021
Belgium,Sum week ICU occupancy,20,3985.0,-0.017431838498391028,Country_Website,May,2021
Belgium,Sum week ICU occupancy,21,3434.0,-0.028716210770833195,Country_Website,May,2021
Belgium,Sum week ICU occupancy,22,2596.0,-0.039537316111135756,Country_Website,May,2021
Belgium,Sum week ICU occupancy,23,2125.0,-0.028719948015735075,Country_Website,June,2021
Belgium,Sum week ICU occupancy,24,1632.0,-0.04226387414830857,Country_Website,June,2021
Belgium,Sum week ICU occupancy,25,1204.0,-0.044308507838810685,Country_Website,June,2021
Belgium,Sum week ICU occupancy,26,901.0,-0.036880539013924296,Country_Website,June,2021
Belgium,Sum week ICU occupancy,27,671.0,-0.04190498309543522,Country_Website,July,2021
Belgium,Sum week ICU occupancy,28,597.0,-0.0016129200232620766,Country_Website,July,2021
Belgium,Sum week ICU occupancy,29,606.0,0.01619807244234428,Country_Website,July,2021
Belgium,Sum week ICU occupancy,30,662.0,-0.004477971885242238,Country_Website,July,2021
Belgium,Sum week ICU occupancy,31,683.0,0.012756119040102876,Country_Website,August,2021
Belgium,Sum week ICU occupancy,32,921.0,0.029415894991215996,Country_Website,August,2021
Belgium,Sum week ICU occupancy,33,1205.0,0.016354392585192556,Country_Website,August,2021
Belgium,Sum week ICU occupancy,34,1272.0,0.0142407083270355,Country_Website,August,2021
Belgium,Sum week ICU occupancy,35,1428.0,0.0188056538656467,Country_Website,August,2021
